"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"Looking",2014,"Willy's Barber Shop","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.419437,37.7552116
"Steve Jobs",2015,"Sutter-Stockton Garage (444  Stockton)","","RDF Productions LLC","Universal Pictures","Danny Boyle","Aaron Sorkin","Michael Fassbender","Kate Winslet","Seth Rogen",-122.4064431,37.7903515
"Red Widow",2013,"Montgomery & Market Streets","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-86.3077368,32.3792233
"Looking ""Special""",2016,"Philz Coffee, 1258 Minnesota Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.3900774,37.7543341
"Jade",1995,"Washington Square (North Beach)","Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach.","Paramount Pictures","Paramount Pictures","William Friedkin","Joe Eszterhas","David Caruso","Linda Fiorentino","Chazz Palminteri",-122.41,37.8008333
"Sneakers",1992,"The Embarcadero","","Universal Pictures","Universal Pictures","Phil Alden Robinson","Walter Parkes","Sydney Poitier","Robert Redford","",-122.3976732,37.7992627
"Chance- Season 1 ep104",2016,"1018 Tennessee St.","","TVM Productions","HULU","Carl Franklin","Peter Elkoff","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.389657,37.758936
"Tweek City",2005,"","","Tweek City LLC","Maverick Entertainment Group","Eric G. Johnson","Eric G. Johnson","Giuseppe Andrews","","",-122.4194155,37.7749295
"Getting Even with Dad",1994,"M.H. de Young Memorial Museum (Golden Gate Park)","","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Tom S. Parker","Macaulay Culkin","Ted Danson","",-122.4686755,37.771469
"Final Analysis",1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.5295263,37.8480359
"Pushing Dead",2016,"5th Ave @ Fulton Street in Golden Gate Park","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.4862138,37.7694208
"The Dead Pool",1988,"Pier 3 (The Embarcadero)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-122.394973,37.7980305
"Ant-Man",2015,"Broadway between Powell and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari","Michael Douglas","Paul Rudd","",-122.4194155,37.7749295
"Until the End of the World",1991,"Tosca Café (242 Columbus Avenue, North Beach)","","Village Roadshow Pictures","Warner Bros. Pictures","Wim Wenders","Wim Wenders","Solveig Dommartin","","",-122.4059801,37.7975582
"Chance- Season 1 ep110",2016,"Ocean Park Motel","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.5038779,37.7363439
"The OA Part II",2019,"Hyde St at Pacific to Washington St","","Lunar Mining LLC","Netflix","Zal Batmanglij","Zal Batmanglij, Brit Marling","Brit Marling","Emory Cohen","Patrick Gibson",NA,NA
"Hard to Hold",1984,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Universal Pictures","Universal Pictures","Larry Peerce","Thomas Hedley, Jr.","Rick Springfield","","",-122.4104443,37.7923897
"Chance- Season 1 ep106",2016,"Montgomery between Pacific and Broadway","","TVM Productions","HULU","Sara Gran","Dan Attias","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4034351,37.7944107
"About a Boy",2014,"Broderick from Fulton to McAlister","","NBC Studios","National Broadcasting Company","Mark J. Kunerth","Jason Katims","David Walton","Minnie Driver","",-122.4421325,37.7878648
"Need For Speed",2014,"California St from Taylor to Powell","","Need For Speed Productions, LLC","Walt Disney Studios Motion Pictures","Scott Waugh","George Gatins","Aaron Paul","Dominic Cooper","Imogen Poots",-122.4122956,37.7917584
"The Princess Diaries",2001,"Broadway Tunnel (Broadway between Powell and Larkin)","","Walt Disney Pictures","Buena Vista Pictures","Garry Marshall","Gina Wendkos","Julie Andrews","Anne Hathway","",-122.4186762,37.7963276
"Sweet November",2001,"Chrissy Field","Chrissy Field was originally an airfield for the Presidio Army Base.","Warner Bros. Pictures","Warner Bros. Pictures","Pat O'Connor","Paul Yurick","Keanu Reeves","Charlize Theron","",-122.4650165,37.8040257
"Golden Gate",1994,"University of California Hastings College of the Law","","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","David Henry Hwang","Matt Dillon","Joan Chen","",-122.415848,37.7811559
"Hulk",2003,"Vallejo Street at Sansome","","Universal Pictures","Universal Pictures","Ang Lee","Stan Lee","Eric Bana","Jennifer Connelly","",-122.4024386,37.7993922
"GirlBoss",2017,"Clayton Post Office, 554 Clayton St.","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4484007,37.7700546
"Red Widow",2013,"Mason & Sacramento St","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-84.309939,39.3600586
"Serial",1980,"Ferry Building","Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.","Paramount Pictures","Paramount Pictures","Bill Persky","Rich Eustis","Martin Mull","Tuesday Weld","",-122.3933208,37.7955703
"A Taiwanese Tale of Two Cities",2018,"1653 Haight and 1400-1500 blocks of Haight St","","Envision Productions Inc.","Netflix","Tien-Lun Yeh","Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin","Tammy Cheng","Peggy Tseng","Shen-Hao Wen",-122.4498032,37.7695417
"Sudden Impact",1983,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Warner Bros. Pictures","Warner Bros. Pictures","Clint Eastwood","Harry Julian Fink","Clint Eastwood","Sondra Locke","Pat Hingle",-122.4104443,37.7923897
"Looking",2014,"Jawbone at 99 Rhode Island St.","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.4025612,37.7689205
"Murder in the First, Season 2",2015,"Potrero Hill Recreation Center (801 Arkansas Street)","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.3972493,37.7561624
"Chance - Season 1 ep105",2016,"The Drew School, 2901 California","","TVM Productions","HULU","Victoria Morrow","Roxann Dawson","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.442352,37.787638
"Venom",2018,"Kearny Steps/btwn Green and Pacific","Motorcycle stunt scene","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4054368,37.7975592
"Bullitt",1968,"2700 Vallejo Street (Pacific Heights)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn",-122.4420204,37.7946105
"So I Married an Axe Murderer",1993,"Alcatraz Island","Alcatraz Island was a military fort before it became a prison.","TriStar Pictures","TriStar Pictures","Thomas Schlamme","Robbie Fox","Mike Myers","Nancy Travis","",-122.4229555,37.8269775
"Quitters",2015,"Tank Hill Park","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",-122.4477144,37.759931
"Twisted",2004,"Pier 39","","Paramount Pictures","Paramount Pictures","Philip Kaufman","Sarah Thorp","Ashley Judd","Samuel L. Jackson","",-122.409821,37.808673
"Chance- Season 1 ep104",2016,"Palace of Fine Arts","The Palace of Fine Arts was designed by Bernard Maybeck and was originally constructed for the 1915 Panama-Pacific Exposition.  It has been in films such as Time After Time, The Room, Twisted, So I Married An Axe Murderer and The Rock.","TVM Productions","HULU","Carl Franklin","Peter Elkoff","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4486055,37.8020068
"When a Man Loves a Woman",1994,"International Studies Academy (993 Vermont Street, Potrero Hill)","","Touchstone Pictures","Buena Vista Pictures","Luis Mandoki","Ronald Bass","Andy Garcia","Meg Ryan","",-122.4010678,37.7619724
"Kamikaze Hearts",1986,"Market Street Between Noe and Sanchez","","Leger/Bashore","Facets Multimedia Distribution","Juliet Bashore","Juliet Bashore","Tigr","Sharon Mitchell","",-122.4289754,37.7436734
"Bicentennial Man",1999,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","1492 Pictures","Buena Vista Pictures","Chris Columbus","Nicholas Kazan","Robin Williams","","",-122.4782551,37.8199286
"Parks and Recreation",2014,"Columbus and Green","","NBC Universal Media, LLC","NBC Universal Media, LLC","Dean Holland","Greg Daniels","Amy Poehler","","",-122.4088078,37.799341
"Smile Again, Jenny Lee",2015,"411 Shrader St.","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4524394,37.7708315
"A Taiwanese Tale of Two Cities",2018,"Pier 5","","Envision Productions Inc.","Netflix","Tien-Lun Yeh","Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin","Tammy Cheng","Peggy Tseng","Shen-Hao Wen",-122.396352,37.798329
"The Master",2012,"Pier 7/ Embarcadero","","H.H. Project","Weinstein Company","Paul Thomas Anderson","Paul Thomas Anderson","Philip Seymour Hoffman","Joaquin Phoenix","",-122.3943664,37.8001077
"Dark Passage",1947,"The Malloch Apartment Building (1360 Montgomery Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Delmer Daves","Delmer Daves & David Goodis","Humphrey Bogart","Lauren Bacal","Bruce Bennett",-122.4044008,37.8017784
"Sudden Impact",1983,"Hall of Justice (850 Bryant Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Clint Eastwood","Harry Julian Fink","Clint Eastwood","Sondra Locke","Pat Hingle",-122.4040001,37.775146
"The Princess Diaries",2001,"Firestation #3 (Brazil Avenue and Athens Street)","","Walt Disney Pictures","Buena Vista Pictures","Garry Marshall","Gina Wendkos","Julie Andrews","Anne Hathway","",-122.4193178,37.78663
"Quitters",2015,"Geary from 22nd Ave to Arguello","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",-122.4590341,37.7815184
"Looking ""Special""",2016,"3079 16th Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4213253,37.7648256
"The Lineup",1958,"Pier 41","","Pajemer Productions","Columbia Pictures","Don Siegel","Stirling Silliphant","Eli Wallach","Robert Keith","Richard Jaeckel",-122.412272,37.809594
"When We Rise",2017,"Twin Peaks Bar, 401 Castro","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4349646,37.7624034
"Silicon Valley Season 4",2017,"Moscone Center Parking Garage/3rd St.","","Brown Hill Productions, LLC","HBO","Mike Judge","John Altschuler","Thomas Middleditch","T.J. Miller","Josh Brener",-122.3993263,37.7847214
"The Lineup",1958,"Sutro Baths (Point Lobos Avenue)","","Pajemer Productions","Columbia Pictures","Don Siegel","Stirling Silliphant","Eli Wallach","Robert Keith","Richard Jaeckel",-122.5136935,37.7804369
"On the Road",2012,"Filbert & Leavenworth Streets","","SPAD Films","IFC Films & Sundance Selects","Walter Salles","Jack Kerouac & Jose Rivera","Garrett Hedlund","Viggo Mortenson","",-81.2542408,35.0487464
"Red Widow",2013,"California & Davis St","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-119.4179324,36.778261
"Murder in the First, Season 2",2015,"83 Watchman Way","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.3950942,37.7550507
"Alcatraz",2012,"Taylor St. from Broadway to Filbert","","Bonanza Productions Inc.","Warner Bros. Television","J.J. Abrams","Steven Lilien","Sarah Jones","Jorge Garcia","",-122.4132366,37.795386
"Pushing Dead",2016,"Hayes Street between Ashbury and Shrader","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.4348106,37.7753881
"Looking ""Special""",2016,"17th & Market Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-90.2995785,40.9583003
"Blue Jasmine",2013,"Heald College","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.4043355,37.7818349
"Murder in the First, Season 1",2014,"Kearny Street between Broadway and Pacific Avenue","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.405267,37.797331
"The Dead Pool",1988,"Carl & Cole Streets (Cole Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-94.548394,37.176706
"So I Married an Axe Murderer",1993,"City Light Bookstore (261 Columbus Avenue)","","TriStar Pictures","TriStar Pictures","Thomas Schlamme","Robbie Fox","Mike Myers","Nancy Travis","",-122.4065996,37.7976052
"The Last Black Man in San Francisco",2019,"California Street Hill btwn Jones and Larkin","","LBMISF, LLC","A49","Joe Talbot","Joe Talbot, Jimmie Fails, Rob Richert","Jimmie Fails","Jonathan Majors","Danny Glover",-122.4129675,37.7912078
"Smile Again, Jenny Lee",2015,"Fairmont Hotel (950 Mason Street, Nob Hill)","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4104443,37.7923897
"Chance Season 2",2017,"Embarcadero between Harrison and Folsom St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.3888455,37.7898628
"Terminator - Genisys",2015,"Embarcadero between Pier 2 and Harrison","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.409821,37.808673
"The Zodiac",2005,"","","Blackwater Films","THINKFilm","Alexander Bulkley","Alexander Bulkley & Kelley Bulkeley","Justin Chambers","Robin Tunney","",-122.4194155,37.7749295
"Godzilla",2014,"Pier 7 (The Embarcadero)","","Nautilus Productions, LLC","Warner Bros. Pictures","Gareth Edwards","Max Borenstein","Aaron Taylor-Johnson","Elizabeth Olsen","Bryan Cranston",-122.3943664,37.8001077
"Beautiful Boy",2018,"18th St at San Bruno Ave.","","Big Indie Pictures","Amazon Studios","Felix van Groeningen","Luke Davies","Steve Carell","Timothee Chalamet","Maura Tierney",-122.4052365,37.7620607
"Terminator - Genisys",2015,"California between Leavenworth and Powell","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.4100932,37.796504
"50 First Dates",2004,"Rainforest Café (145 Jefferson Street)","","Columbia Pictures Corporation","Columbia Pictures","Peter Segal","George Wing","Adam Sandler","Drew Barrymore","",-122.4146499,37.8080677
"When We Rise",2017,"Castro Theatre, 429 Castro St.","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4347591,37.7620333
